outfit_id,gender,style,season,tags,new_style,style_id
80369,M,캐주얼,봄,"엠엠지엘,스웨터,캐주얼,봄",M_캐주얼,5
80370,F,캐주얼,봄,"엠엠지엘,재킷,봄,캐주얼",F_캐주얼,1
80374,F,캐주얼,봄,"데님팬츠,봄,퍼플,캐주얼",F_캐주얼,1
80376,F,포멀,봄,"봄,포멀,카디건",F_포멀,7
80377,M,캐주얼,봄,"캐주얼,봄,스웨이드,블루종",M_캐주얼,5
80378,M,댄디,봄,"슬랙스,댄디,봄",M_댄디,13
80383,M,댄디,봄,"댄디,셔츠,봄",M_댄디,13
80384,F,레트로,봄,"레트로,봄,블레이저,크롭",F_레트로,12
80386,F,캐주얼,봄,"니트,폴로랄프로렌,폴로,캐주얼,봄",F_캐주얼,1
80392,M,스트릿,봄,"버킷햇,뉴에라,스트릿,봄",M_스트릿,3
80393,M,댄디,봄,"아디다스,댄디,블레이저,봄",M_댄디,13
80394,M,캐주얼,봄,"보테가베네타,캐주얼,첼시부츠,봄",M_캐주얼,5
80395,F,시크,봄,"레더,재킷,나이키,디올,시크,봄",F_시크,11
80400,F,캐주얼,봄,"캐주얼,봄,블루종",F_캐주얼,1
80401,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80403,F,시크,봄,"시크,봄,블레이저",F_시크,11
80405,F,캐주얼,봄,"재킷,라이프워크,아노락,캐주얼,봄",F_캐주얼,1
80406,F,걸리시,봄,"봄,블레이저,걸리시,닥터마틴",F_걸리시,4
80408,F,캐주얼,봄,"레오파드,캐주얼,스커트,봄",F_캐주얼,1
80409,F,시크,봄,"시크,봄,블레이저",F_시크,11
80413,F,시크,봄,"시크,ma-1,봄",F_시크,11
80419,F,캐주얼,봄,"캐주얼,봄,야세,블루종",F_캐주얼,1
80421,F,시크,봄,"시크,봄,블루종",F_시크,11
80424,M,캐주얼,봄,"니트,나이키,폴로랄프로렌,캐주얼,봄",M_캐주얼,5
80425,M,캐주얼,봄,"캐주얼,봄,데님재킷",M_캐주얼,5
80427,M,캐주얼,봄,"골스튜디오,캐주얼,봄,카디건",M_캐주얼,5
80430,F,캐주얼,봄,"캐주얼,나이키,후드집업,봄",F_캐주얼,1
80431,M,스트릿,봄,"스트릿,봄,메종미네드,블루종",M_스트릿,3
80432,M,스트릿,봄,"데님,봄,스트릿,트러커",M_스트릿,3
80433,F,스트릿,봄,"봄,컨버스,스트릿,스니커즈",F_스트릿,0
80434,M,스트릿,봄,"스웨트팬츠,나이키,스트릿,봄",M_스트릿,3
80435,F,캐주얼,봄,"캐주얼,봄,셔츠",F_캐주얼,1
80437,F,스트릿,봄,"웨스턴부츠,스트릿,봄",F_스트릿,0
80438,F,스트릿,봄,"화이트,트러커재킷,스트릿,봄",F_스트릿,0
80439,M,스트릿,봄,"나일론,재킷,봄,스트릿",M_스트릿,3
80440,M,스트릿,봄,"스트릿,레더,재킷,나이키,봄",M_스트릿,3
80443,F,캐주얼,봄,"캐주얼,봄,블레이저",F_캐주얼,1
80444,M,댄디,봄,"트렌치코트,댄디,봄",M_댄디,13
80445,M,캐주얼,봄,"스니커즈,캐주얼,나이키,봄",M_캐주얼,5
80446,M,캐주얼,봄,"니트,캐주얼,나이키,봄",M_캐주얼,5
80448,F,스트릿,봄,"레더재킷,봄,스트릿",F_스트릿,0
80449,F,스트릿,봄,"봄,블레이저,스트릿",F_스트릿,0
80450,F,캐주얼,봄,"원피스,캐주얼,봄,데님",F_캐주얼,1
80452,F,걸리시,봄,"니트,컨버스,걸리시,봄",F_걸리시,4
80453,M,캐주얼,봄,"라이더재킷,캐주얼,봄,컨버스",M_캐주얼,5
80456,F,걸리시,봄,"스커트,걸리시,봄",F_걸리시,4
80458,F,캐주얼,봄,"캐주얼,봄,뉴발란스,카디건",F_캐주얼,1
80459,F,스트릿,봄,"후드티셔츠,봄,스트릿",F_스트릿,0
80460,M,캐주얼,봄,"캐주얼,봄,데님재킷,컨버스",M_캐주얼,5
80461,F,걸리시,봄,"라이더,싱글,봄,걸리시",F_걸리시,4
80462,F,걸리시,봄,"니트,봄,걸리시",F_걸리시,4
80463,M,캐주얼,봄,"집업,재킷,봄,캐주얼",M_캐주얼,5
80466,F,캐주얼,봄,"니트,캐주얼,봄",F_캐주얼,1
80467,F,걸리시,봄,"원피스,봄,걸리시",F_걸리시,4
80470,F,스트릿,봄,"라이더재킷,봄,스트릿",F_스트릿,0
80472,M,스트릿,봄,"팀버랜드,뉴에라,스트릿,워커,봄",M_스트릿,3
80474,F,캐주얼,봄,"마뗑킴,레더,블랙,재킷,슈프림,나이키,캐주얼,봄",F_캐주얼,1
80475,F,스트릿,봄,"스트릿,크롭티셔츠,알렉산더맥퀸,봄",F_스트릿,0
80478,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80479,F,캐주얼,봄,"윈드브레이커,엘엠씨,나이키,캐주얼,봄",F_캐주얼,1
80481,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80483,M,댄디,봄,"슬랙스,댄디,봄",M_댄디,13
80484,M,캐주얼,봄,"데님팬츠,봄,캐주얼",M_캐주얼,5
80485,F,캐주얼,봄,"재킷,아식스,캐주얼,봄,트러커",F_캐주얼,1
80486,F,걸리시,봄,"원피스,봄,걸리시",F_걸리시,4
80487,F,걸리시,봄,"레오파드,스커트,걸리시,봄",F_걸리시,4
80489,F,시크,봄,"레더,봄,블레이저,시크",F_시크,11
80490,M,댄디,봄,"레더,봄,댄디",M_댄디,13
80491,F,걸리시,봄,"스커트,폴로랄프로렌,걸리시,봄",F_걸리시,4
80492,F,캐주얼,봄,"슬릿,나이키,캐주얼,스커트,봄",F_캐주얼,1
80494,M,캐주얼,봄,"캐주얼,봄,블레이저",M_캐주얼,5
80496,F,스트릿,봄,"이너스,스트릿,스니커즈,나이키,봄",F_스트릿,0
80497,M,스트릿,봄,"스웨트팬츠,컨버스,스트릿,봄",M_스트릿,3
80499,M,스트릿,봄,"봄,마운틴재킷,스트릿,뉴발란스",M_스트릿,3
80500,F,스트릿,봄,"니트,봄,스트릿",F_스트릿,0
80502,M,댄디,봄,"트렌치코트,댄디,뉴발란스,봄",M_댄디,13
80504,F,캐주얼,봄,"비니,캐주얼,봄",F_캐주얼,1
80506,F,스트릿,봄,"바시티재킷,스트릿,나이키,프라다,봄",F_스트릿,0
80509,F,시크,봄,"레더,봄,블레이저,시크",F_시크,11
80510,M,스트릿,봄,"컨버스,스트릿,재킷,봄,트러커",M_스트릿,3
80511,M,캐주얼,봄,"아식스,캐주얼,봄,스니커즈",M_캐주얼,5
80512,M,캐주얼,봄,"슬랙스,캐주얼,봄",M_캐주얼,5
80514,F,레트로,봄,"레더,레트로,봄,블루종",F_레트로,12
80515,M,캐주얼,봄,"폴로랄프로렌,비슬로우,캐주얼,봄,블루종",M_캐주얼,5
80516,F,캐주얼,봄,"캐주얼,봄,블레이저",F_캐주얼,1
80517,F,스트릿,봄,"스트릿,데님팬츠,로씨로씨,타이다이,봄",F_스트릿,0
80518,F,캐주얼,봄,"캐주얼,봄,컨버스,에코백",F_캐주얼,1
80521,F,캐주얼,봄,"나이키,캐주얼,봄,스니커즈",F_캐주얼,1
80522,F,캐주얼,봄,"라이더재킷,캐주얼,봄,마이클코어스",F_캐주얼,1
80523,F,걸리시,봄,"스커트,폴로랄프로렌,걸리시,봄",F_걸리시,4
80526,F,걸리시,봄,"컨버스,걸리시,카디건,프라다,봄",F_걸리시,4
80527,F,캐주얼,봄,"캐주얼,봄,블레이저",F_캐주얼,1
80528,F,캐주얼,봄,"재킷,스웨이드,캐주얼,컨버스,봄",F_캐주얼,1
80530,F,캐주얼,봄,"니트,캐주얼,레오파드,봄",F_캐주얼,1
80531,F,로맨틱,봄,"로맨틱,봄,블레이저",F_로맨틱,2
80532,F,스트릿,봄,"봄,스트릿,트랙팬츠",F_스트릿,0
80534,F,스트릿,봄,"크롭티셔츠,스트릿,봄",F_스트릿,0
80536,F,캐주얼,봄,"캐주얼,봄,컨버스,블루종",F_캐주얼,1
80537,F,스트릿,봄,"나이키,후드집업,스트릿,봄",F_스트릿,0
80538,F,레트로,봄,"레트로,플로럴,카디건,휠라,봄",F_레트로,12
80539,F,캐주얼,봄,"캐주얼,봄,반스,스니커즈",F_캐주얼,1
80540,F,걸리시,봄,"라이더재킷,나이키,걸리시,봄",F_걸리시,4
80541,M,스트릿,봄,"스트릿,셔츠,나이키,스톤아일랜드,봄",M_스트릿,3
80542,F,걸리시,봄,"걸리시,니트,시스루,나이키,봄",F_걸리시,4
80544,F,시크,봄,"시크,봄,생로랑,클러치백",F_시크,11
80545,F,캐주얼,봄,"트위드,봄,캐주얼,재킷",F_캐주얼,1
80547,F,스트릿,봄,"스트릿,윈드브레이커,뉴발란스,나이키,봄",F_스트릿,0
80549,F,스트릿,봄,"체크,봄,스트릿,미니스커트",F_스트릿,0
80550,M,캐주얼,봄,"레더재킷,나이키,싱글,봄,캐주얼",M_캐주얼,5
80551,F,걸리시,봄,"데님,봄,걸리시,트러커",F_걸리시,4
80553,M,스트릿,봄,"ma-1,나이키,스트릿,봄",M_스트릿,3
80554,F,시크,봄,"레더,롱코트,봄,시크",F_시크,11
80556,M,캐주얼,봄,"치노팬츠,캐주얼,봄,유니폼브릿지",M_캐주얼,5
80558,F,캐주얼,봄,"니트,구찌,폴로랄프로렌,캐주얼,봄",F_캐주얼,1
80560,M,스트릿,봄,"스트릿,스니커즈,나이키,디스이즈네버댓,봄",M_스트릿,3
80562,F,시크,봄,"레더,봄,블레이저,시크",F_시크,11
80563,F,시크,봄,"미니스커트,레더,닥터마틴,시크,봄",F_시크,11
80565,F,캐주얼,봄,"캐주얼,봄,블루종",F_캐주얼,1
80567,F,캐주얼,봄,"레더,캐주얼,봄,블레이저",F_캐주얼,1
80569,F,스트릿,봄,"스트릿,봄,반스,블루종",F_스트릿,0
80570,M,캐주얼,봄,"오프화이트,m65,봄,캐주얼",M_캐주얼,5
80573,F,캐주얼,봄,"캐주얼,봄,카디건",F_캐주얼,1
80574,F,걸리시,봄,"봄,스트라이프,걸리시,카디건",F_걸리시,4
80575,F,걸리시,봄,"재킷,봄,걸리시,트러커",F_걸리시,4
80578,F,걸리시,봄,"봄,걸리시,베스트",F_걸리시,4
80580,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80582,F,걸리시,봄,"걸리시,봄,휠라,스니커즈",F_걸리시,4
80583,F,로맨틱,봄,"셋업,트위드,봄,로맨틱",F_로맨틱,2
80584,F,캐주얼,봄,"노매뉴얼,후드티셔츠,캐주얼,베이프,봄",F_캐주얼,1
80589,F,캐주얼,봄,"니트,나이키,캐주얼,봄,크롭",F_캐주얼,1
80591,F,시크,봄,"시크,아식스,봄,셔츠",F_시크,11
80593,M,스트릿,봄,"윈드브레이커,노스페이스,스트릿,봄",M_스트릿,3
80594,M,캐주얼,봄,"캐주얼,봄,블랭크룸",M_캐주얼,5
80595,F,캐주얼,봄,"스웨트셔츠,캐주얼,봄,블랭크룸",F_캐주얼,1
80596,F,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",F_캐주얼,1
80597,F,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",F_캐주얼,1
80598,M,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",M_캐주얼,5
80599,M,캐주얼,봄,"하프집업,블랭크,스웨트셔츠,캐주얼,봄,블랭크룸",M_캐주얼,5
80600,M,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",M_캐주얼,5
80601,F,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",F_캐주얼,1
80602,M,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",M_캐주얼,5
80603,F,캐주얼,봄,"치노팬츠,캐주얼,봄,블랭크룸",F_캐주얼,1
80604,F,캐주얼,봄,"팬츠,캐주얼,봄,블랭크룸",F_캐주얼,1
80605,M,스트릿,봄,"팬츠,봄,블랭크룸,스트릿",M_스트릿,3
80606,F,캐주얼,봄,"캐주얼,봄,셔츠,블랭크룸",F_캐주얼,1
80607,F,캐주얼,봄,"스웨트셔츠,캐주얼,봄,블랭크룸",F_캐주얼,1
80608,M,캐주얼,봄,"스웨트셔츠,캐주얼,봄,블랭크룸",M_캐주얼,5
80613,F,캐주얼,봄,"데님팬츠,봄,캐주얼",F_캐주얼,1
80614,F,캐주얼,봄,"슬랙스,캐주얼,봄",F_캐주얼,1
80615,F,레트로,봄,"레트로,블레이저,레더,프라다,봄",F_레트로,12
80616,F,걸리시,봄,"봄,블레이저,걸리시",F_걸리시,4
80618,F,캐주얼,봄,"데님,캐주얼,봄,트러커",F_캐주얼,1
80623,F,캐주얼,봄,"캐주얼,봄,트러커재킷,반스",F_캐주얼,1
80624,F,캐주얼,봄,"캐주얼,봄,카디건",F_캐주얼,1
80626,F,캐주얼,봄,"니트,캐주얼,봄,스트라이프",F_캐주얼,1
80627,F,캐주얼,봄,"캐주얼,봄,블레이저",F_캐주얼,1
80629,F,스트릿,봄,"스트릿,봄,후드,벨벳",F_스트릿,0
80630,F,캐주얼,봄,"캐주얼,봄,블레이저",F_캐주얼,1
80631,F,캐주얼,봄,"캐주얼,봄,꼼데가르송플레이,클러치백",F_캐주얼,1
80634,F,캐주얼,봄,"캐주얼,봄,컨버스,스니커즈",F_캐주얼,1
80635,F,스트릿,봄,"라이더재킷,컨버스,스트릿,봄",F_스트릿,0
80636,F,스트릿,봄,"데님,스트릿,닥터마틴,숏팬츠,봄",F_스트릿,0
80637,F,스트릿,봄,"봄,블레이저,스트릿",F_스트릿,0
80638,F,캐주얼,봄,"컨버스,스니커즈,와코마리아,캐주얼,봄",F_캐주얼,1
80639,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80640,F,걸리시,봄,"걸리시,셔츠,폴로랄프로렌,컨버스,봄",F_걸리시,4
80643,F,캐주얼,봄,"후드티셔츠,캐주얼,나이키,봄",F_캐주얼,1
80645,F,스트릿,봄,"데님,스트릿,닥터마틴,봄,트러커",F_스트릿,0
80647,F,스트릿,봄,"아디다스,트랙팬츠,스트릿,봄",F_스트릿,0
80648,F,걸리시,봄,"컨버스,후드집업,걸리시,봄",F_걸리시,4
80650,F,캐주얼,봄,"캐주얼,나이키,블레이저,봄",F_캐주얼,1
80654,F,걸리시,봄,"레더,봄,블레이저,걸리시",F_걸리시,4
80656,F,걸리시,봄,"봄,블레이저,걸리시",F_걸리시,4
80657,F,걸리시,봄,"걸리시,롱슬리브,반스,라운드넥,블라우스,비비안웨스트우드,봄",F_걸리시,4
80659,F,캐주얼,봄,"캐주얼,나이키,블레이저,봄",F_캐주얼,1
80660,M,캐주얼,봄,"아티스트웨어,윈드브레이커,리복,캐주얼,페이탈리즘,봄",M_캐주얼,5
80661,F,캐주얼,봄,"레더,재킷,봄,캐주얼",F_캐주얼,1
80664,F,캐주얼,봄,"재킷,나이키,캐주얼,봄,트러커",F_캐주얼,1
80667,M,캐주얼,봄,"캐주얼,봄,데님재킷,컨버스",M_캐주얼,5
80669,M,스트릿,봄,"카키,스트릿,m65,나이키,봄",M_스트릿,3
80671,M,스트릿,봄,"레더,봄,스트릿,블루종",M_스트릿,3
80673,M,스트릿,봄,"나이키,블루종,스트릿,봄",M_스트릿,3
80675,M,캐주얼,봄,"캐주얼,봄,블레이저,반스",M_캐주얼,5
80676,M,스트릿,봄,"니트,나이키,스트릿,봄",M_스트릿,3
80679,F,시크,봄,"시크,슬랙스,봄,그레이",F_시크,11
80680,F,시크,봄,"시크,레더재킷,봄",F_시크,11
80682,F,캐주얼,봄,"니트,캐주얼,봄,크롭",F_캐주얼,1
80683,F,시크,봄,"레더,시크,스커트,봄",F_시크,11
80686,F,시크,봄,"시크,봄,숏팬츠",F_시크,11
80687,F,캐주얼,봄,"스웨트셔츠,캐주얼,봄,닥터마틴",F_캐주얼,1
80689,F,캐주얼,봄,"롱부츠,캐주얼,봄",F_캐주얼,1
80690,F,캐주얼,봄,"카디건,캐주얼,나이키,봄",F_캐주얼,1
80695,F,캐주얼,봄,"카디건,커먼프로젝트,캐주얼,봄,크롭",F_캐주얼,1
80696,F,캐주얼,봄,"보테가베네타,골든구스,스니커즈,캐주얼,봄",F_캐주얼,1
80697,F,스트릿,봄,"스트릿,카디건,엘리오티,나이키,봄",F_스트릿,0
80698,M,스트릿,봄,"봄,후드집업,스트릿,발렌시아가",M_스트릿,3
80699,M,포멀,봄,"봄,셔츠,포멀",M_포멀,8
80703,F,시크,봄,"시크,트렌치코트,봄",F_시크,11
80704,F,걸리시,봄,"봄,블레이저,걸리시",F_걸리시,4
80707,F,스트릿,봄,"레더,재킷,봄,스트릿",F_스트릿,0
80708,M,댄디,봄,"체크,댄디,블레이저,봄",M_댄디,13
80711,F,스트릿,봄,"봄,스트릿,미니스커트",F_스트릿,0
80712,M,캐주얼,봄,"니트,나이키,집업,캐주얼,봄",M_캐주얼,5
80713,M,스트릿,봄,"레더,싱글재킷,스트릿,봄",M_스트릿,3
80714,F,캐주얼,봄,"블랙,캐주얼,봄,블레이저",F_캐주얼,1
80715,F,걸리시,봄,"라이더재킷,봄,걸리시",F_걸리시,4
80716,F,걸리시,봄,"봄,걸리시,미니스커트",F_걸리시,4
80721,M,스트릿,봄,"코치재킷,스투시,스트릿,나이키,봄",M_스트릿,3
80722,F,포멀,봄,"봄,블레이저,포멀",F_포멀,7
80723,F,캐주얼,봄,"캐주얼,봄,베레",F_캐주얼,1
80724,F,걸리시,봄,"재킷,봄,걸리시,칼라리스",F_걸리시,4
80725,F,캐주얼,봄,"화이트,셔츠,캐주얼,컨버스,봄",F_캐주얼,1
80730,F,스트릿,봄,"봄,스트릿,카디건",F_스트릿,0
80731,M,스트릿,봄,"봄,데님재킷,스트릿,오와이",M_스트릿,3
80732,M,스트릿,봄,"봄,데님재킷,스트릿,뉴발란스",M_스트릿,3
80733,F,스트릿,봄,"스트릿,나이키,선글라스,봄,발렌시아가",F_스트릿,0
80734,F,캐주얼,봄,"캐주얼,봄,반팔티셔츠,커렌트",F_캐주얼,1
80735,M,캐주얼,봄,"캐주얼,봄,반팔티셔츠",M_캐주얼,5
80736,M,스트릿,봄,"니트,봄,스트릿",M_스트릿,3
80737,F,걸리시,봄,"원피스,봄,걸리시,그레이",F_걸리시,4
80738,M,아메리칸캐주얼,봄,"웨스턴재킷,봄,아메리칸캐주얼,레드윙",M_아메리칸캐주얼,6
80740,M,스트릿,봄,"봄,스트릿,스니커즈",M_스트릿,3
80741,F,스트릿,봄,"스트릿,화이트,데님재킷,봄,캘빈클라인진",F_스트릿,0
80742,F,스트릿,봄,"봄,데님재킷,스트릿",F_스트릿,0
80743,F,포멀,봄,"봄,블레이저,포멀,컨버스",F_포멀,7
80745,F,스트릿,봄,"봄,후드집업,스트릿,닥터마틴",F_스트릿,0
80749,M,스트릿,봄,"봄,스트릿,카디건",M_스트릿,3
80752,F,캐주얼,봄,"후드티셔츠,캐주얼,나이키,봄",F_캐주얼,1
80754,F,걸리시,봄,"걸리시,닥터마틴,봄,네스티팬시클럽,블루종",F_걸리시,4
80755,F,로맨틱,봄,"로맨틱,봄,블레이저",F_로맨틱,2
80756,F,스트릿,봄,"스트릿,레더,재킷,프라다,봄,트러커",F_스트릿,0
80760,F,걸리시,봄,"걸리시,니트,원피스,구찌,봄",F_걸리시,4
80762,F,캐주얼,봄,"데님팬츠,아디다스,인디고,캐주얼,봄",F_캐주얼,1
80763,F,로맨틱,봄,"로맨틱,슬릿,닥터마틴,스커트,봄",F_로맨틱,2
80764,F,캐주얼,봄,"배드블러드,타이다이,캐주얼,봄,코치",F_캐주얼,1
80767,F,시크,봄,"이지지,블랙,원피스,시티브리즈,시크,봄",F_시크,11
80769,M,레트로,봄,"팀버랜드,레트로,디스이즈네버댓,봄,데님셔츠",M_레트로,15
80771,F,캐주얼,봄,"티셔츠,카모,나이키,캐주얼,봄",F_캐주얼,1
80773,F,시크,봄,"시크,봄,블레이저",F_시크,11
80774,M,댄디,봄,"댄디,블레이저,봄",M_댄디,13
80775,F,시크,봄,"데님,시크,스커트,봄",F_시크,11
80776,F,캐주얼,봄,"데님,나이키,캐주얼,봄,와이드팬츠",F_캐주얼,1
80777,F,캐주얼,봄,"카디건,캐주얼,나이키,봄",F_캐주얼,1
80778,F,포멀,봄,"봄,블레이저,포멀",F_포멀,7
80779,M,시크,봄,"레더,재킷,봄,시크",M_시크,16
80780,F,캐주얼,봄,"체크,블레이저,나이키,캐주얼,봄",F_캐주얼,1
80781,F,시크,봄,"레더,닥터마틴,코트,시크,봄",F_시크,11
80784,F,스트릿,봄,"스트릿,스니커즈,스컬프터,나이키,봄",F_스트릿,0
80785,F,로맨틱,봄,"로맨틱,트위드,봄,재킷",F_로맨틱,2
80786,F,캐주얼,봄,"데님팬츠,휠라,캐주얼,봄",F_캐주얼,1
80787,F,시크,봄,"시크,봄,블레이저,크롭",F_시크,11
80789,F,캐주얼,봄,"라이더재킷,캐주얼,나이키,봄",F_캐주얼,1
80791,F,스트릿,봄,"니트,봄,크롭,스트릿",F_스트릿,0
80793,F,스트릿,봄,"레더,봄,스트릿,트러커",F_스트릿,0
80794,F,걸리시,봄,"플로럴,걸리시,원피스,컨버스,봄",F_걸리시,4
80796,F,걸리시,봄,"봄,걸리시,카디건",F_걸리시,4
80799,F,스트릿,봄,"데님팬츠,봄,스트릿",F_스트릿,0
80800,F,스트릿,봄,"스트릿,스니커즈,라코스테,나이키,봄",F_스트릿,0
80801,F,걸리시,봄,"블레이저,걸리시,레더,닥터마틴,봄",F_걸리시,4
80802,F,걸리시,봄,"오프숄더,걸리시,니트,나이키,봄",F_걸리시,4
80803,F,걸리시,봄,"걸리시,카디건,시스루,나이키,봄",F_걸리시,4
80805,F,스트릿,봄,"코치재킷,나이키,스트릿,봄",F_스트릿,0
80806,F,스트릿,봄,"데님,스트릿,엘엠씨,나이키,봄,트러커",F_스트릿,0
80808,F,캐주얼,봄,"오니츠카타이거,캐주얼,봄,블레이저",F_캐주얼,1
80810,F,시크,봄,"레더,재킷,닥터마틴,시크,봄",F_시크,11
80813,F,시크,봄,"데님,시크,스커트,봄",F_시크,11
80814,F,캐주얼,봄,"캐주얼,봄,반팔티셔츠,엠엘비",F_캐주얼,1
80815,F,걸리시,봄,"원피스,봄,걸리시",F_걸리시,4
80816,F,캐주얼,봄,"트위드,봄,캐주얼,재킷",F_캐주얼,1
80819,M,캐주얼,봄,"캐주얼,봄,셔츠,집시",M_캐주얼,5
80820,F,캐주얼,봄,"캐주얼,봄,셔츠,집시",F_캐주얼,1
80821,M,캐주얼,봄,"캐주얼,봄,셔츠,집시",M_캐주얼,5
80823,F,캐주얼,봄,"캐주얼,봄,셔츠,집시",F_캐주얼,1
80824,M,캐주얼,봄,"캐주얼,봄,셔츠,집시",M_캐주얼,5
80825,M,캐주얼,봄,"캐주얼,봄,셔츠,집시",M_캐주얼,5
80826,M,스트릿,봄,"집시,ma-1,봄,집시,스트릿",M_스트릿,3
80827,M,스트릿,봄,"후드티셔츠,봄,집시,스트릿",M_스트릿,3
80828,M,캐주얼,봄,"스웨트셔츠,캐주얼,봄,집시",M_캐주얼,5
80829,M,캐주얼,봄,"데님,재킷,캐주얼,봄,집시",M_캐주얼,5
80830,F,스트릿,봄,"봄,집시,스트릿,스웨트팬츠",F_스트릿,0
80831,M,캐주얼,봄,"캐주얼,봄,반팔티셔츠,집시",M_캐주얼,5
80832,M,캐주얼,봄,"캐주얼,봄,반팔티셔츠,집시",M_캐주얼,5
80833,M,캐주얼,봄,"캐주얼,봄,반팔티셔츠,집시",M_캐주얼,5
80834,F,포멀,봄,"봄,포멀,카디건",F_포멀,7
80838,F,포멀,봄,"코트,봄,포멀,케이프",F_포멀,7
80839,M,포멀,봄,"티셔츠,피케이,폴로랄프로렌,포멀,봄",M_포멀,8
80849,M,레트로,봄,"레트로,재킷,봄,울",M_레트로,15
80852,F,스트릿,봄,"봄,볼레로,스트릿",F_스트릿,0
80853,F,캐주얼,봄,"캐주얼,나이키,더블블레이저,봄",F_캐주얼,1
80854,F,걸리시,봄,"레더,봄,트러커재킷,걸리시",F_걸리시,4
80855,F,걸리시,봄,"블레이저,걸리시,셀린느,봄,발렌시아가",F_걸리시,4
80856,F,캐주얼,봄,"레더,재킷,봄,캐주얼",F_캐주얼,1
80858,F,캐주얼,봄,"캐주얼,나이키,블루종,봄",F_캐주얼,1
80859,F,캐주얼,봄,"블레이저,구찌,캐주얼,봄,크롭",F_캐주얼,1
80860,F,스트릿,봄,"블랙,봄,스트릿,카디건",F_스트릿,0
80861,F,시크,봄,"원피스,봄,시크",F_시크,11
80862,F,스트릿,봄,"윈드브레이커,나이키,스트릿,봄",F_스트릿,0
80863,F,스트릿,봄,"크롭티셔츠,스트릿,봄",F_스트릿,0
80865,F,스트릿,봄,"라이더재킷,봄,스트릿,닥터마틴",F_스트릿,0
80866,M,캐주얼,봄,"나이키,폴로랄프로렌,스웨트셔츠,캐주얼,봄",M_캐주얼,5
80872,F,캐주얼,봄,"트랙탑,아디다스,나이키,캐주얼,봄",F_캐주얼,1
80873,F,캐주얼,봄,"스니커즈,아식스,메종마르지엘라,캐주얼,봄",F_캐주얼,1
80876,F,걸리시,봄,"스웨트셔츠,봄,걸리시",F_걸리시,4
80878,M,아메리칸캐주얼,봄,"치노팬츠,봄,아메리칸캐주얼",M_아메리칸캐주얼,6
80879,M,캐주얼,봄,"스니커즈,캐주얼,나이키,봄",M_캐주얼,5
80881,M,캐주얼,봄,"니트,피케이,나이키,캐주얼,봄",M_캐주얼,5
80885,F,로맨틱,봄,"로맨틱,스커트,봄",F_로맨틱,2
80886,F,캐주얼,봄,"니트,캐주얼,봄",F_캐주얼,1
80887,F,걸리시,봄,"재킷,봄,걸리시,사파리",F_걸리시,4
80888,F,캐주얼,봄,"데님팬츠,컨버스,캐주얼,봄",F_캐주얼,1
80890,F,캐주얼,봄,"카디건,나이키,캐주얼,봄,크롭",F_캐주얼,1
80891,F,포멀,봄,"베이지,봄,포멀,수트",F_포멀,7
80892,F,스트릿,봄,"스웨트팬츠,나이키,스트릿,봄",F_스트릿,0
80896,F,시크,봄,"시크,봄,데님재킷,크롭",F_시크,11
80897,F,캐주얼,봄,"캐주얼,봄,카디건",F_캐주얼,1
80899,F,캐주얼,봄,"구찌,캐주얼,봄,블레이저",F_캐주얼,1
80904,F,걸리시,봄,"원피스,나이키,걸리시,봄",F_걸리시,4
80905,F,캐주얼,봄,"카디건,엠씨엠,닥터마틴,캐주얼,봄",F_캐주얼,1
80908,F,캐주얼,봄,"베이지,트렌치코트,봄,캐주얼",F_캐주얼,1
80910,M,캐주얼,봄,"바시티재킷,캐주얼,나이키,봄",M_캐주얼,5
80912,F,캐주얼,봄,"캐주얼,봄,카디건",F_캐주얼,1
80917,F,시크,봄,"시크,봄,시스루,롱슬리브",F_시크,11
80918,F,스트릿,봄,"라이더재킷,봄,스트릿",F_스트릿,0
80919,F,캐주얼,봄,"수트,캐주얼,봄,발렌시아가",F_캐주얼,1
80925,F,캐주얼,봄,"니트,핑크,나이키,캐주얼,봄",F_캐주얼,1
80926,M,캐주얼,봄,"치노팬츠,캐주얼,봄",M_캐주얼,5
80928,F,걸리시,봄,"코치재킷,봄,걸리시",F_걸리시,4
80931,M,스트릿,봄,"스트릿,레더,나이키,봄,베스트",M_스트릿,3
80932,M,스트릿,봄,"봄,살로몬,스트릿,블루종",M_스트릿,3
80933,F,스트릿,봄,"스트릿,스트라이프,카디건,봄,발렌시아가",F_스트릿,0
80934,F,스트릿,봄,"티셔츠,아카이브볼드,스트릿,나이키,봄",F_스트릿,0
80935,M,스트릿,봄,"버킷햇,스투시,스트릿,봄",M_스트릿,3
80936,M,포멀,봄,"봄,블레이저,포멀,반스",M_포멀,8
